lab_name,model_name,release_date,context_window_tokens,input_cost_usd_per_1m,output_cost_usd_per_1m,throughput_tokens_per_sec,swe_bench_verified_pct,mmlu_pct,weights,status,source_url,notes
DeepSeek,DeepSeek-Math-7B,2024-02-06,4096,N/A,N/A,N/A,N/A,N/A,open,deprecated,https://github.com/deepseek-ai/deepseek-math,Specialized math model. 7B parameters. Scored 51.7% on MATH benchmark �?? approaching Gemini-Ultra/GPT-4 performance at the time. Trained on 500B math-focused tokens. Based on Coder v1.5 architecture with GRPO RL and Process Reward Model. GSM8K: 88.2%. Major breakthrough for open-source math reasoning.
Google DeepMind,Gemini 1.0 Ultra,2024-02-08,32000,N/A,N/A,N/A,N/A,83.7,closed,retired,https://deepmind.google/technologies/gemini/,"Largest Gemini 1.0 variant. Released February 8, 2024 (after initial December 2023 announcement). 32K token context. MMLU 5-shot: 83.7%. MMMU: 59.4% (0-shot). HumanEval: 74.4% (0-shot). Retired with transition to Gemini 1.5. Source: https://docsbot.ai/models/compare/gemini-1-0-ultra/gemini-1-0-pro"
Google DeepMind,Gemini 1.5 Pro,2024-02-15,2000000,3.5,10.5,N/A,N/A,81.9,closed,deprecated,https://ai.google.dev/gemini-api/docs/changelog,"Announced February 15, 2024. Multimodal Mixture-of-Experts (MoE) architecture. 1M token standard context, expandable to 2M tokens. MMLU 5-shot ~81.9%. Generally available May 23, 2024. Deprecated April 2025 in favor of Gemini 2.5 Pro. Pricing from early 2025: $3.50/1M input, $10.50/1M output. Source: https://www.techtarget.com/whatis/feature/Gemini-15-Pro-explained-Everything-you-need-to-know"
Google DeepMind,Gemma 1 2B,2024-02-21,8192,N/A,N/A,N/A,N/A,42.3,open,active,https://ai.googleblog.com/2024/02/gemma-open-models.html,"First Gemma release. Released February 21, 2024. 2B parameters. Lightweight open model. Context window 8192 tokens. MMLU: ~42.3% (2B). Gemma license (permissive commercial). Runs on laptops/desktops. Source: https://www.techtarget.com/searchenterpriseai/definition/Gemma"
Google DeepMind,Gemma 1 7B,2024-02-21,8192,N/A,N/A,N/A,N/A,64.3,open,active,https://ai.googleblog.com/2024/02/gemma-open-models.html,"Released February 21, 2024 alongside 2B. 7B parameters. MMLU: ~64.3%. Gemma license. Context window 8192 tokens. Source: https://www.techtarget.com/searchenterpriseai/definition/Gemma"
Mistral AI,Mistral Large,2024-02-26,128000,8,24,N/A,N/A,81.2,closed,retired,https://designforonline.com/ai-models/mistral-large/,"Mistral's first flagship large model. 32K context (original), later expanded to 128K. MMLU 81.2% (5-shot), HellaSwag 89.2% (10-shot). Multilingual. Strong reasoning and coding. Retired June 16, 2025."
Mistral AI,Mistral Small,2024-02-26,32000,1,3,N/A,N/A,N/A,closed,retired,https://docs.mistral.ai/models/overview,API ID: mistral-small-2402. Lightweight enterprise-grade model. Released alongside Mistral Large. Retirement date: 2025-06-16.
Anthropic,Claude 3 Opus,2024-03-04,200000,15,75,N/A,N/A,86.8,closed,deprecated,https://www.buildthisnow.com/en/blog/models/claude-3,"API ID: claude-3-opus-20240229. First multimodal Claude (vision input). Top benchmark scores at launch �?? MMLU 86.8%, GPQA 50.4%, GSM8K 95.0%. Swept benchmarks, clearing GPT-4 and Gemini 1.0 Ultra on most tests."
Anthropic,Claude 3 Sonnet,2024-03-04,200000,3,15,N/A,N/A,79,closed,deprecated,https://www.buildthisnow.com/en/blog/models/claude-3,API ID: claude-3-sonnet-20240229. Balanced performance/cost model. Strong coding model for the generation.
DeepSeek,DeepSeek-VL-1.3B,2024-03-11,4096,N/A,N/A,N/A,N/A,N/A,open,deprecated,https://github.com/deepseek-ai/DeepSeek-VL,"Vision-language model. 1.3B parameters. Processes 384x384 images. Hybrid vision encoder. Paper: arXiv:2403.05525 (Mar 8, 2024). Open-sourced for academic and commercial use."
DeepSeek,DeepSeek-VL-7B,2024-03-11,4096,N/A,N/A,N/A,N/A,N/A,open,deprecated,https://github.com/deepseek-ai/DeepSeek-VL,"7B parameter VL model. Processes 1024x1024 images with hybrid vision encoder (SigLIP-L, SAM-B). Strong performance on visual QA, OCR, chart/document understanding. OCRBench: 456. Competed with larger models at the time."
Anthropic,Claude 3 Haiku,2024-03-13,200000,0.25,1.25,N/A,N/A,75.2,closed,deprecated,https://www.buildthisnow.com/en/blog/models/claude-3,"API ID: claude-3-haiku-20240307. Fastest, cheapest Claude 3 tier. Near-instant responses. MMLU 75.2%."
Alibaba,Qwen1.5-MoE-A2.7B,2024-03-28,32768,N/A,N/A,N/A,N/A,N/A,open,deprecated,https://huggingface.co/Qwen/Qwen1.5-MoE-A2.7B,First MoE model in Qwen family. 2.7B activated parameters. ```
xAI,Grok-1.5,2024-03-29,128000,N/A,N/A,35,N/A,81.3,closed,deprecated,https://x.ai/blog/grok-1.5,Significant improvement over Grok-1. 128K context window. Stronger reasoning and coding. Math benchmarks improved substantially.
xAI,Grok-1.5V,2024-04-01,128000,N/A,N/A,30,N/A,81.3,closed,deprecated,https://x.ai/blog/grok-1.5v,"Vision-capable variant of Grok-1.5. First Grok model with image understanding. Can process documents, diagrams, photographs, and screenshots."
Google DeepMind,Gemma 1.1 7B,2024-04-05,8192,N/A,N/A,N/A,N/A,N/A,open,active,https://ai.google.dev/gemma/docs/releases,"Updated Gemma 1 versions. Released April 5, 2024. Instruction-tuned variants with improved performance. Source: https://ai.google.dev/gemma/docs/releases"
Google DeepMind,CodeGemma 7B,2024-04-09,8192,N/A,N/A,N/A,N/A,N/A,open,active,https://ai.google.dev/gemma/docs/releases,"Code-specialized Gemma variants. Released April 9, 2024. 2B and 7B sizes. Optimized for code completion and generation. CodeGemma v1.1 released May 3, 2024. Source: https://ai.google.dev/gemma/docs/releases"
Google DeepMind,RecurrentGemma 9B,2024-04-09,N/A,N/A,N/A,N/A,N/A,N/A,open,active,https://ai.google.dev/gemma/docs/releases,"Uses Griffin architecture (recurrent + attention). Released April 9, 2024. 9B variant released June 11, 2024. Source: https://ai.google.dev/gemma/docs/releases"
OpenAI,gpt-4-turbo-2024-04-09,2024-04-09,128000,10,30,30,N/A,86.7,closed,deprecated,https://platform.openai.com/docs/models/gpt-4-turbo,General availability release of GPT-4 Turbo. Knowledge cutoff December 2023. Reduced hallucinations vs preview.
MiniMax,MiniMax-abab6.5,2024-04-17,200000,N/A,N/A,N/A,N/A,N/A,closed,deprecated,https://baike.baidu.com/en/item/MiniMax%20Open%20Platform/1419742,Trillion-parameter MoE model (exact count undisclosed). Deep optimization on MoE architecture. 200K context length. Part of abab 6.5 series launch.
MiniMax,MiniMax-abab6.5s,2024-04-17,200000,N/A,N/A,N/A,N/A,N/A,closed,deprecated,https://baike.baidu.com/en/item/MiniMax%20Open%20Platform/1419742,"Efficient variant of abab6.5. Processes nearly 30,000 characters per second. Same training techniques and data as abab6.5 but optimized for speed."
Mistral AI,Mixtral 8x22B,2024-04-17,65536,0.5,1.5,N/A,N/A,77.8,open,active,https://cloudprice.net/models/mistral-mixtral-8x22b-instruct,"141B total parameters, 22B active. Sparse MoE model. Released via BitTorrent. Apache 2.0 license. Strong performance on multilingual tasks."
Meta AI,Llama 3 70B,2024-04-18,8192,0.7,0.9,N/A,N/A,82,open,active,https://ai.meta.com/blog/meta-llama-3/,"Released April 18, 2024. MMLU 5-shot: 82.0% (Instruct). 8K token context. Trained on 15T+ tokens. Llama 3 license. API pricing: ~$0.70/1M input, $0.90/1M output. HumanEval: 81.7% (0-shot). GPQA: 39.5% (0-shot). GSM-8K: 93.0% (8-shot CoT). Source: https://huggingface.co/meta-llama/Meta-Llama-3-70B"
Meta AI,Llama 3 8B,2024-04-18,8192,0.05,0.08,N/A,N/A,68.4,open,active,https://ai.meta.com/blog/meta-llama-3/,"Released April 18, 2024. Sizes: 8B and 70B (initial release). 8K token context (2x Llama 2). MMLU 5-shot: 68.4% (Instruct). Trained on 15T+ tokens (7x Llama 2). New tokenizer (128K vocab). Grouped-Query Attention (GQA). Llama 3 license. API pricing: ~$0.05/1M input, $0.08/1M output (varies by provider). HumanEval: 62.2% (8B), 81.7% (70B). Significant leap over Llama 2. Source: https://ai.meta.com/blog/meta-llama-3/"
DeepSeek,DeepSeek-V2,2024-05-06,128000,0.14,0.28,20,N/A,78.4,open,deprecated,https://arxiv.org/abs/2405.04434,"236B total parameters, 21B activated per token. MoE architecture with Multi-Head Latent Attention (MLA) and DeepSeekMoE. Trained on 8.1T tokens. Triggered China's AI price war �?? pricing at 1 RMB per million input tokens forced ByteDance, Tencent, Baidu, Alibaba to slash prices. C-Eval: 81.7%. CMMLU: 84.0%. GSM8K: 79.2%. Pricing at launch was 1 RMB input / 2 RMB output per million tokens. Exchange rate: ~7.25 RMB/USD �?? ~$0.14/$0.28."
DeepSeek,DeepSeek-V2-Lite,2024-05-06,32000,N/A,N/A,N/A,N/A,58.3,open,deprecated,https://arxiv.org/abs/2405.04434,"15.7B total parameters, 2.4B activated. Smaller variant for efficient deployment. MLA + MoE architecture. GSM8K: 41.1% (base). MMLU chat: 55.7%."
OpenAI,gpt-4o,2024-05-13,128000,2.5,10,110,N/A,88.7,closed,active,https://openai.com/index/hello-gpt-4o/,"""Omni"" model �?? native multimodal (text, image, audio, video). 5x faster than GPT-4 Turbo. 50% cheaper. MMLU 88.7% (5-shot). GPT-4o-2024-08-06 introduced structured outputs. GPT-4o-2024-11-20 is the latest snapshot."
Google DeepMind,PaliGemma 3B,2024-05-14,N/A,N/A,N/A,N/A,N/A,N/A,open,active,https://ai.google.dev/gemma/docs/releases,"Vision-language model based on Gemma. Released May 14, 2024. 3B parameters. PaliGemma 2 (3B/10B/28B) released December 5, 2024. PaliGemma 2 mix released February 19, 2025. Source: https://ai.google.dev/gemma/docs/releases"
ByteDance,Doubao-Lite,2024-05-15,128000,0.04,0.08,N/A,N/A,N/A,closed,deprecated,https://www.volcengine.com/product/doubao,Lightweight variant of Doubao. Cost-efficient. ```
ByteDance,Doubao-Pro-128k,2024-05-15,128000,0.11,0.28,N/A,N/A,N/A,closed,deprecated,https://www.volcengine.com/product/doubao,Flagship Doubao model. Processing 2M Chinese characters (~1.25M tokens) for RMB 1. 99.3% cheaper than industry average. Ranked 2nd on FlagEval behind GPT-4. Daily token usage surpassed 4 trillion by late 2024. Exchange rate: 1 USD = 7.25 RMB (May 2024). ```
DeepSeek,DeepSeek-Prover-V1,2024-05-23,N/A,N/A,N/A,N/A,N/A,N/A,open,deprecated,https://arxiv.org/abs/2405.14333,"Specialized theorem-proving model. Focused on formal mathematics and proof assistant tasks. Paper published May 23, 2024."
Google DeepMind,Gemini 1.5 Flash,2024-05-23,1000000,0.35,1.05,N/A,N/A,78.5,closed,deprecated,https://ai.google.dev/gemini-api/docs/changelog,"Fast, cost-efficient version of 1.5 Pro. Released May 23, 2024 at Google I/O. 1M token context. Deprecated April 30, 2025. Users migrated to 2.5 Flash. Pricing: $0.35/1M input, $1.05/1M output. Source: https://www.gradually.ai/en/gemini-models/"
Mistral AI,Codestral,2024-05-29,32000,0.2,0.6,N/A,N/A,N/A,gated,active,https://www.prompthub.us/models/codestral,"22B parameters. Code-focused model, fluent in 80+ programming languages. Fill-in-the-middle completion. Text-only. Mistral Non-Production License."
Zhipu AI,GLM-4-9B,2024-06-05,8192,N/A,N/A,N/A,N/A,N/A,open,active,https://github.com/THUDM/GLM-4,"Base 9B model. Foundation for GLM-4-9B-Chat and variants. June 5, 2024 open-source release."
Zhipu AI,GLM-4-9B-Chat,2024-06-05,128000,N/A,N/A,N/A,N/A,72.4,open,active,https://huggingface.co/THUDM/glm-4-9b-chat,"Open-source chat model. 9B parameters. 128K context. Supports web browsing, code execution, function calling. Multilingual (26 languages). MMLU: 72.4%. GSM8K: 79.6%. MATH: 50.6%. HumanEval: 71.8%. C-Eval: 75.6%. Surpassed Llama-3-8B on most benchmarks. Berkeley Function Calling: 81.0% overall."
Zhipu AI,GLM-4-9B-Chat-1M,2024-06-05,1000000,N/A,N/A,N/A,N/A,N/A,open,active,https://huggingface.co/THUDM/glm-4-9b-chat-1m,1M context length variant. ~2 million Chinese characters. Needle-in-haystack tested at 1M context. For ultra-long document processing.
Zhipu AI,GLM-4-Air,2024-06-05,128000,4,N/A,N/A,N/A,79,closed,active,https://bigmodel.cn,Cost-effective API variant. Achieves comparable performance to GLM-4(0116) with lower latency and inference cost. Targeted at production deployments.
Zhipu AI,GLM-4-Flash,2024-06-05,128000,N/A,N/A,N/A,N/A,63.5,closed,active,https://bigmodel.cn,"Fastest, lowest-cost API variant. Optimized for speed over maximum accuracy. MalayMMLU: 63.59%."
Zhipu AI,GLM-4V-9B,2024-06-05,8192,N/A,N/A,N/A,N/A,N/A,open,active,https://huggingface.co/THUDM/glm-4v-9b,"Multimodal variant. 9B parameters. Processes 1120x1120 images. Vision-language capabilities in Chinese and English. Outperformed GPT-4-turbo-2024-04-09, Gemini 1.0 Pro, Qwen-VL-Max on multimodal benchmarks."
Alibaba,Qwen2-0.5B,2024-06-07,32768,N/A,N/A,N/A,N/A,42,open,deprecated,https://huggingface.co/Qwen/Qwen2-0.5B,GSM8K: 55.6. PIQA: 52.3. Apache 2.0. ```
Alibaba,Qwen2-1.5B,2024-06-07,32768,N/A,N/A,N/A,N/A,56,open,deprecated,https://huggingface.co/Qwen/Qwen2-1.5B,HumanEval Python: 68.4. Apache 2.0. ```
Alibaba,Qwen2-57B-A14B,2024-06-07,65536,0.16,0.16,N/A,N/A,79,open,active,https://huggingface.co/Qwen/Qwen2-57B-A14B,"MoE model. 57B total, 14B active parameters. Apache 2.0. ```"
Alibaba,Qwen2-72B,2024-06-07,131072,N/A,N/A,N/A,N/A,84.2,open,deprecated,https://huggingface.co/Qwen/Qwen2-72B,Licensed under Tongyi Qianwen (not Apache 2.0). Arena-Hard-Auto: 88.6. MT-Bench: 92.1. ```
Alibaba,Qwen2-72B-Instruct,2024-06-07,131072,0.9,0.9,N/A,N/A,84.2,gated,deprecated,https://huggingface.co/Qwen/Qwen2-72B-Instruct,AlpacaEval 2.0: 89.4 (Qwen2-7B-Instruct reference). Flagship Qwen2 model. ```
Alibaba,Qwen2-7B,2024-06-07,131072,N/A,N/A,N/A,N/A,74,open,deprecated,https://huggingface.co/Qwen/Qwen2-7B,HumanEval: 73.9. GPQA Diamond: 82.5. MuSR: 81.3. Apache 2.0. ```
NVIDIA,Nemotron-4 340B Base,2024-06-14,4096,N/A,N/A,N/A,N/A,76,open,active,https://research.nvidia.com/publication/2024-06_nemotron-4-340b,"Major open release. 340B parameters. Released June 14, 2024. Dense decoder-only transformer. Trained on 9T tokens (70% English, 15% multilingual, 15% code). Context window 4096 tokens. Grouped-Query Attention (GQA). NVIDIA Open Model License (commercial use permitted). MMLU: ~76.0% (5-shot). BBH: competitive with Llama-3 70B, Mixtral 8x22B. Fits on single DGX H100 (8 GPUs) in FP8. Designed for synthetic data generation. Source: https://research.nvidia.com/publication/2024-06_nemotron-4-340b"
NVIDIA,Nemotron-4 340B Instruct,2024-06-14,4096,N/A,N/A,N/A,N/A,78.7,open,active,https://research.nvidia.com/publication/2024-06_nemotron-4-340b,"Instruction-tuned Nemotron-4 340B. Released June 14, 2024. 98%+ synthetic data for alignment (only ~20K human-annotated examples). MMLU 0-shot: ~78.7%. HumanEval: 73.7% (0-shot). MBPP: 74.8% (0-shot). Multi-phase alignment: Code SFT �?? General SFT �?? DPO �?? RPO. Strong on RewardBench. NVIDIA Open Model License. Source: https://arxiv.org/html/2406.11704v1"
NVIDIA,Nemotron-4 340B Reward,2024-06-14,4096,N/A,N/A,N/A,N/A,N/A,open,active,https://research.nvidia.com/publication/2024-06_nemotron-4-340b,"Reward model released alongside Nemotron-4 340B. Top accuracy on RewardBench at publication. Surpassed proprietary models (GPT-4o-0513, Gemini 1.5 Pro-0514). Unusual open release of a reward model. NVIDIA Open Model License. Source: https://arxiv.org/html/2406.11704v1"
DeepSeek,DeepSeek-Coder-V2,2024-06-17,128000,N/A,N/A,N/A,10,79.2,open,deprecated,https://arxiv.org/abs/2406.11931,"236B total parameters, 21B activated. Extended from DeepSeek-V2 with additional 6T code-focused tokens. Supports 338 programming languages (up from 86). First open-source model to surpass 10% on SWE-bench. HumanEval: 90.2%, MBPP: 76.2%, LiveCodeBench: 43.4%. MATH: 75.7% �?? nearly matching GPT-4o. Competed with GPT-4 Turbo, Claude 3 Opus on code tasks."
DeepSeek,DeepSeek-Coder-V2-Lite,2024-06-17,128000,N/A,N/A,N/A,N/A,60.1,open,deprecated,https://arxiv.org/abs/2406.11931,"16B total parameters, 2.4B activated. MMLU: 60.1%. More efficient variant for local deployment."
Anthropic,Claude 3.5 Sonnet,2024-06-20,200000,3,15,N/A,N/A,88.7,closed,deprecated,https://claudefa.st/blog/models/claude-3-5-sonnet,"API ID: claude-3-5-sonnet-20240620. Landmark release �?? outperformed Claude 3 Opus on most benchmarks at 1/5 the price. Max output 8,192 tokens. MMLU 88.7%, GPQA 59.4%, HumanEval 64%, GSM8K 96.4%."
Google DeepMind,Gemma 2 27B,2024-06-27,8192,0.65,0.65,N/A,N/A,75.2,open,active,https://ai.google.dev/gemma/docs/releases,"Released June 27, 2024 alongside 9B. 27B parameters. MMLU: ~75.2%. Context window 8192 tokens. Pricing (API): $0.65/1M input, $0.65/1M output. Source: https://blog.galaxy.ai/compare/gemma-2-27b-it-vs-gemma-2-9b-it"
Google DeepMind,Gemma 2 9B,2024-06-27,8192,0.06,0.06,N/A,N/A,71.3,open,active,https://ai.google.dev/gemma/docs/releases,"Second generation Gemma. Released June 27, 2024. Major architecture improvements. 9B and 27B sizes. 2B added July 31, 2024. MMLU 9B: ~71.3%. Context window 8192 tokens. Pricing (API): $0.06/1M input, $0.06/1M output. Source: https://docsbot.ai/models/gemma-2-9b"
Zhipu AI,CodeGeeX4-ALL-9B,2024-07-05,128000,N/A,N/A,172.99,N/A,N/A,open,active,https://huggingface.co/THUDM/codegeex4-all-9b,"Fourth generation. 9B parameters. Continually trained on GLM-4-9B. Supports code completion, generation, code interpreter, web search, function call, repository-level Q&A. 128K context. Most powerful code model under 10B parameters. Competitive with CodeLlama 70B and DeepSeek-Coder-33B. BigCodeBench and NaturalCodeBench strong results."
Mistral AI,Mathstral 7B,2024-07-16,32768,N/A,N/A,N/A,N/A,63.47,open,active,https://simple.wikipedia.org/wiki/Mistral_AI,"STEM-focused model specialized for mathematical reasoning. MATH 56.6%, MMLU 63.47%. Apache 2.0 license."
Mistral AI,Mistral NeMo,2024-07-18,131000,0.3,0.3,N/A,N/A,68,open,active,https://pricepertoken.com/pricing-page/model/mistral-ai-mistral-nemo,12B parameters. Robust multilingual open-source model. Replaced Mistral 7B as Mistral's recommended base model. Apache 2.0 license.
OpenAI,gpt-4o-mini,2024-07-18,128000,0.15,0.6,160,N/A,82,closed,active,https://openai.com/index/gpt-4o-mini-advancing-cost-efficient-intelligence/,"Highly cost-efficient small model. 128K context, 16K max output. MMLU 82.0% (5-shot). Outperforms GPT-3.5 Turbo at fraction of cost."
Mistral AI,Codestral Mamba,2024-07-19,256000,0.5,1.5,N/A,N/A,N/A,open,active,https://openrouter.ai/mistralai/codestral-mamba,"7.3B parameter Mamba-based model. Linear time inference, theoretically infinite sequence lengths. Apache 2.0 license. Optimized for quick code responses."
Meta AI,Llama 3.1 405B,2024-07-23,128000,3,3,42,N/A,87.3,open,active,https://ai.meta.com/blog/meta-llama-3-1/,"Largest open LLM at release. 405B parameters (dense). Released July 23, 2024. MMLU 5-shot: 87.3% (Instruct). 128K context. First ""frontier-level"" open model per Meta. HumanEval: 89.0% (0-shot). MATH: 73.8% (0-shot CoT). Llama 3.1 license. API pricing varies: Lambda $0.89/1M, Together $3.50/1M, Fireworks $3.00/1M, Bedrock $3.00/1M, Google $5.00/1M input, $16.00/1M output. Throughput: ~42 char/s. Trained on 15.6T+ tokens. Quantization support for FP8/INT8. Source: https://huggingface.co/meta-llama/Llama-3.1-405B-Instruct"
Meta AI,Llama 3.1 70B,2024-07-23,128000,0.1,0.3,N/A,N/A,83.6,open,active,https://ai.meta.com/blog/meta-llama-3-1/,"Released July 23, 2024. MMLU 5-shot: 83.6% (Instruct). 128K context window. Llama 3.1 license. API pricing: ~$0.10-0.60/1M input, $0.30-0.60/1M output (varies widely by provider). HumanEval: 80.5% (0-shot). MMLU-Pro 5-shot CoT: 66.4%. Source: https://huggingface.co/meta-llama/Llama-3.1-70B-Instruct"
Meta AI,Llama 3.1 8B,2024-07-23,128000,0.03,0.05,N/A,N/A,69.4,open,active,https://ai.meta.com/blog/meta-llama-3-1/,"Released July 23, 2024. Sizes: 8B, 70B, 405B. Major upgrade: 128K context window (16x Llama 3). Multilingual support. MMLU 5-shot: 69.4% (8B Instruct). Llama 3.1 license. API pricing: ~$0.02-0.03/1M input, $0.03-0.05/1M output. Tool use support. Source: https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct"
Mistral AI,Mistral Large 2,2024-07-24,128000,2,6,36.6,N/A,84.2,gated,active,"https://llmbase.ai/compare/mistral-large,mistral-large-2/","123B parameters. Major improvement over Large 1. GPQA 48.6%, MMLU-Pro 69.7%, MATH-500 73.6%. Supports 80+ programming languages. Mistral Research License."
Alibaba,Qwen2-Audio-7B,2024-08-01,32768,N/A,N/A,N/A,N/A,N/A,open,active,https://huggingface.co/Qwen/Qwen2-Audio-7B,Audio-language model. Accepts audio+text input. Apache 2.0. ```
Alibaba,Qwen2-Math-72B-Instruct,2024-08-01,4096,N/A,N/A,N/A,N/A,N/A,open,deprecated,https://huggingface.co/Qwen/Qwen2-Math-72B,Specialized math models. First mathematical LLMs in Qwen family. Supports CoT (Chain-of-Thought). ```
Alibaba,Qwen2-VL-72B-Instruct,2024-08-01,32768,0.35,0.35,N/A,N/A,N/A,open,active,https://huggingface.co/Qwen/Qwen2-VL-72B-Instruct,Vision-language model. Naive Dynamic Resolution. MRoPE for multimodal alignment. ```
xAI,Grok-2,2024-08-13,131072,2,10,45,N/A,87.5,closed,active,https://x.ai/blog/grok-2,"Major step forward in chat, coding, and reasoning. Tested on LMSYS as ""sus-column-r."" Third place on Chatbot Arena at launch. Integrated FLUX.1 image generation. MMLU 87.5%, MATH 76.1%, MMMU 66.1%."
xAI,Grok-2-mini,2024-08-13,131072,N/A,N/A,80,N/A,82,closed,active,https://x.ai/blog/grok-2,Smaller sibling of Grok-2. ~90% of capability at lower latency. Available via X Premium and API.
DeepSeek,DeepSeek-Prover-V1.5,2024-08-15,N/A,N/A,N/A,N/A,N/A,N/A,open,deprecated,https://huggingface.co/papers/2408.08152,"Achieved SOTA results in theorem proving via RLPAF (Reinforcement Learning with Proof Assistant Feedback) and RMaxTS algorithms. Significant advancement over V1. Paper published Aug 15, 2024."
Zhipu AI,GLM-4-Plus,2024-08-30,128000,N/A,N/A,N/A,N/A,86.8,closed,active,https://news.aibase.com/news/11400,"Proprietary flagship. Language parsing, instruction execution, long-text processing improvements. Comparable to GPT-4 and Llama 3.1 405B. GLM-4V-Plus: first universal video understanding model API in China. MMLU: ~86.8% (per source). CogView-3-Plus and CogVideoX also released simultaneously."
Mistral AI,Pixtral 12B,2024-09-01,128000,0.15,0.15,N/A,N/A,N/A,open,active,https://cloudprice.net/models/mistral-pixtral-12b,12B parameter multimodal LLM. Supports vision and tool-use. Processes both images and text. Apache 2.0 license.
DeepSeek,DeepSeek-V2.5,2024-09-06,128000,N/A,N/A,N/A,N/A,80.6,open,deprecated,https://huggingface.co/deepseek-ai/DeepSeek-V2.5,"Combined strengths of DeepSeek-V2-0628 and DeepSeek-Coder-V2-0724 into unified assistant. 236B total, 21B activated. MMLU: 80.6%. Drop: 87.8. IF-Eval: 80.6. GPQA-Diamond: 41.3. Significant improvement over V2 in instruction following. Outperformed both parent models."
Google DeepMind,DataGemma 2B,2024-09-12,N/A,N/A,N/A,N/A,N/A,N/A,open,active,https://ai.google.dev/gemma/docs/releases,"Data-grounded Gemma variant. Released September 12, 2024. 2B parameters. Designed for factual accuracy with data grounding. Source: https://ai.google.dev/gemma/docs/releases"
OpenAI,o1-mini,2024-09-12,128000,3,12,40,33.4,85.2,closed,active,https://openai.com/index/openai-o1-mini-advancing-cost-efficient-reasoning/,"Smaller, faster reasoning model. 64K max output. Strong at coding and math. Competitive with o1 on many STEM benchmarks at much lower cost."
OpenAI,o1-preview,2024-09-12,128000,15,60,15,41.9,90.8,closed,deprecated,https://openai.com/index/introducing-openai-o1-preview/,First reasoning model. Uses chain-of-thought reasoning before responding. 32K max output tokens. MMLU 90.8% (5-shot). GPQA Diamond 73.0%.
Mistral AI,Mistral Small 2,2024-09-17,128000,1,3,N/A,N/A,N/A,gated,active,https://docs.mistral.ai/models/overview,API ID: mistral-small-2409. Improved small model with better instruction following.
Alibaba,Qwen2.5-0.5B-Instruct,2024-09-19,32768,N/A,N/A,N/A,N/A,42,open,active,https://huggingface.co/Qwen/Qwen2.5-0.5B-Instruct,Apache 2.0. MMLU-Pro ~13.3. Qwen Research license for some variants. ```
Alibaba,Qwen2.5-1.5B-Instruct,2024-09-19,32768,0.1,0.1,N/A,N/A,54,open,active,https://huggingface.co/Qwen/Qwen2.5-1.5B-Instruct,GSM8K: 67.9. Apache 2.0. ```
Alibaba,Qwen2.5-14B-Instruct,2024-09-19,131072,0.1,0.1,N/A,N/A,80,open,active,https://huggingface.co/Qwen/Qwen2.5-14B-Instruct,MMLU ~79.9. MATH: 76.5. Apache 2.0. ```
Alibaba,Qwen2.5-32B-Instruct,2024-09-19,131072,N/A,N/A,N/A,N/A,83.1,open,active,https://huggingface.co/Qwen/Qwen2.5-32B-Instruct,MMLU same as Llama-3-70B (~83). Apache 2.0. ```
Alibaba,Qwen2.5-3B-Instruct,2024-09-19,32768,N/A,N/A,N/A,N/A,64.4,gated,active,https://huggingface.co/Qwen/Qwen2.5-3B-Instruct,MMLU-redux: 64.4. MATH: 65.9. Not Apache 2.0. ```
Alibaba,Qwen2.5-72B-Instruct,2024-09-19,131072,0.23,0.23,N/A,N/A,86.1,open,active,https://huggingface.co/Qwen/Qwen2.5-72B-Instruct,BBH: 86.3. GSM8K: 91.5. MATH: 62.1. Matches Llama-3-405B at 1/5th params. GPQA: 86.2. ```
Alibaba,Qwen2.5-7B-Instruct,2024-09-19,131072,0.03,0.03,N/A,N/A,74,open,active,https://huggingface.co/Qwen/Qwen2.5-7B-Instruct,HumanEval: 72.8. Arena-Hard: 49.20. Apache 2.0. ```
Alibaba,Qwen2.5-Math-72B-Instruct,2024-09-19,4096,N/A,N/A,N/A,N/A,N/A,open,active,https://huggingface.co/Qwen/Qwen2.5-Math-72B,"MATH benchmark (TIR): 87.8 (72B), 85.3 (7B), 79.7 (1.5B). Supports CoT and TIR. ```"
Meta AI,Llama 3.2 11B Vision,2024-09-25,128000,0.16,0.16,N/A,N/A,N/A,open,active,https://ai.meta.com/blog/llama-3-2-connect-2024-vision-edge-mobile-devices/,"Released September 25, 2024. Multimodal (text + image input, text output). 128K context. API pricing: ~$0.16/1M input/output. First multimodal Llama. MMMU: ~60.3%. Source: https://huggingface.co/meta-llama/Llama-3.2-11B-Vision-Instruct"
Meta AI,Llama 3.2 1B,2024-09-25,131000,0.1,0.1,N/A,N/A,N/A,open,active,https://ai.meta.com/blog/llama-3-2-connect-2024-vision-edge-mobile-devices/,"Released September 25, 2024 at Meta Connect. Edge/mobile-optimized sizes: 1B and 3B (text-only). Vision models: 11B and 90B (multimodal). 128K-131K context window for all sizes. Lightweight models for on-device deployment. API pricing 1B: ~$0.10/1M input/output. Source: https://huggingface.co/meta-llama/Llama-3.2-1B"
